64000.0	1073.0	9.27326488	6.19078445
64000.0	1074.0	9.46908283	5.4664855
64000.0	1075.0	14.72369099	6.82015419
64010.0	1073.0	9.05797482	6.390028
64010.0	1074.0	9.23168182	5.68912172
64010.0	1075.0	14.44187737	6.805264
64020.0	1073.0	8.86395836	6.60069847
64020.0	1074.0	9.02500725	5.92857218
64020.0	1075.0	14.1615696	6.77054548
64030.0	1073.0	8.64614105	6.80543566
64030.0	1074.0	8.79139423	6.16668844
64030.0	1075.0	13.90808296	6.77617073
64040.0	1073.0	8.466259	7.02725792
64040.0	1074.0	8.59168816	6.41853237
64040.0	1075.0	13.68632412	6.78453112
64050.0	1073.0	8.35658836	7.25069761
64050.0	1074.0	8.46097279	6.673841
64050.0	1075.0	13.52311707	6.78012085
64060.0	1073.0	8.25421333	7.46915245
64060.0	1074.0	8.34667778	6.91597462
64060.0	1075.0	13.37949276	6.78974581
64070.0	1073.0	8.12026978	7.66684055
64070.0	1074.0	8.20157909	7.12266827
64070.0	1075.0	13.25658512	6.81439304
64080.0	1073.0	7.98392153	7.83136272
64080.0	1074.0	8.06018162	7.28960228
64080.0	1075.0	13.14689159	6.85825729
64090.0	1073.0	7.83062553	7.97368431
64090.0	1074.0	7.90352631	7.4290905
64090.0	1075.0	13.00782013	6.92832899
64100.0	1073.0	7.69288254	8.11687279
64100.0	1074.0	7.76229668	7.57009077
64100.0	1075.0	12.88607502	7.052001
64110.0	1073.0	7.58207893	8.24870586
64110.0	1074.0	7.65787125	7.70185041
64110.0	1075.0	12.79998016	7.2085619
64120.0	1073.0	7.5023098	8.38489914
64120.0	1074.0	7.57765102	7.83033371
64120.0	1075.0	12.73847961	7.38868475
64130.0	1073.0	7.29623795	8.56221199
64130.0	1074.0	7.38368702	8.00421715
64130.0	1075.0	12.56422043	7.64430332
64140.0	1073.0	7.17493725	8.67833805
64140.0	1074.0	7.26516914	8.12836647
64140.0	1075.0	12.48857307	7.81040144
64150.0	1073.0	6.99189186	8.75959778
64150.0	1074.0	7.09533882	8.21655464
64150.0	1075.0	12.32275391	7.94442701
64160.0	1073.0	6.75093079	8.78158188
64160.0	1074.0	6.86470318	8.25907898
64160.0	1075.0	12.06881523	8.00077534
64170.0	1073.0	6.57546043	8.81805992
64170.0	1074.0	6.69336939	8.3177166
64170.0	1075.0	11.87722969	8.08001423
64180.0	1073.0	6.31823874	8.76536846
64180.0	1074.0	6.45664692	8.29391956
64180.0	1075.0	11.58219147	8.036376
64190.0	1073.0	6.07014513	8.71019554
64190.0	1074.0	6.23801231	8.276577
64190.0	1075.0	11.25936508	7.98789883
64200.0	1076.0	8.91397953	6.26870728
64200.0	1077.0	9.03116322	5.50844002
64200.0	1078.0	14.27815342	6.7332077
64210.0	1076.0	8.69817162	6.47272539
64210.0	1077.0	8.78439045	5.73199701
64210.0	1078.0	14.00473404	6.67927504
64220.0	1076.0	8.501894	6.68320227
64220.0	1077.0	8.56707096	5.9728632
64220.0	1078.0	13.7071209	6.60960865
64230.0	1076.0	8.28467941	6.89277554
64230.0	1077.0	8.32038784	6.21615028
64230.0	1078.0	13.44109535	6.5885663
64240.0	1076.0	8.10662079	7.12265444
64240.0	1077.0	8.11464882	6.48243618
64240.0	1078.0	13.19400978	6.59024715
64250.0	1076.0	7.99188852	7.35623932
64250.0	1077.0	7.98556471	6.75253391
64250.0	1078.0	13.01711273	6.59206152
64260.0	1076.0	7.87892342	7.57725334
64260.0	1077.0	7.86726665	7.00289917
64260.0	1078.0	12.86400127	6.61969233
64270.0	1076.0	7.73800182	7.76500797
64270.0	1077.0	7.71494007	7.20804501
64270.0	1078.0	12.71720791	6.67541838
64280.0	1076.0	7.5847888	7.91673803
