64000.0	1297.0	3.12201691	8.83108044
64000.0	1298.0	5.84679651	6.40597486
64000.0	1299.0	6.38651991	6.25334215
64000.0	1300.0	6.04638338	5.7376194
64000.0	1301.0	2.31523728	4.79628897
64000.0	1302.0	2.1153183	4.27984238
64010.0	1297.0	3.95229554	9.04144096
64010.0	1298.0	6.68747902	6.59944248
64010.0	1299.0	7.22639656	6.44868851
64010.0	1300.0	6.89908886	5.93440342
64010.0	1301.0	3.2517128	5.30455446
64010.0	1302.0	3.05604744	4.72220373
64020.0	1297.0	4.01236916	9.22149658
64020.0	1298.0	6.81979752	6.78120041
64020.0	1299.0	7.34629011	6.62818718
64020.0	1300.0	7.03625107	6.11969566
64020.0	1301.0	4.36331034	5.62743378
64020.0	1302.0	4.17946243	4.96817112
64030.0	1297.0	4.42178202	9.21714687
64030.0	1298.0	7.238307	6.80811834
64030.0	1299.0	7.76006222	6.64886475
64030.0	1300.0	7.45788956	6.15135908
64030.0	1301.0	5.55079794	6.01800442
64030.0	1302.0	5.4046998	5.3272543
64040.0	1297.0	5.11591625	9.22045135
64040.0	1298.0	7.93440533	6.81637192
64040.0	1299.0	8.45625305	6.65574312
64040.0	1300.0	8.15491104	6.16074514
64040.0	1301.0	6.5698266	6.34785175
64040.0	1302.0	6.44576359	5.65798616
64050.0	1297.0	5.37504482	9.31667042
64050.0	1298.0	8.23394966	6.90476227
64050.0	1299.0	8.74918938	6.74552393
64050.0	1300.0	8.45283699	6.24879599
64050.0	1301.0	7.57123661	6.49224281
64050.0	1302.0	7.46201181	5.80122805
64060.0	1297.0	5.81992817	9.30423737
64060.0	1298.0	8.68787956	6.87375641
64060.0	1299.0	9.20272923	6.71661282
64060.0	1300.0	8.90643311	6.21975517
64060.0	1301.0	8.63096046	6.5728178
64060.0	1302.0	8.534338	5.8814168
64070.0	1297.0	6.31582737	9.28482246
64070.0	1298.0	9.19411087	6.84245443
64070.0	1299.0	9.7049942	6.68840075
64070.0	1300.0	9.40737724	6.19225883
64070.0	1301.0	9.68996811	6.6472044
64070.0	1302.0	9.59992027	5.95772934
64080.0	1297.0	6.7897048	9.25841618
64080.0	1298.0	9.67016602	6.81349897
64080.0	1299.0	10.17948532	6.6602335
64080.0	1300.0	9.88023853	6.16469526
64080.0	1301.0	10.70160675	6.74321938
64080.0	1302.0	10.608675	6.05542946
64090.0	1297.0	7.26330948	9.2304945
64090.0	1298.0	10.14651871	6.78411865
64090.0	1299.0	10.65421963	6.63161421
64090.0	1300.0	10.35344696	6.13675737
64090.0	1301.0	11.71315098	6.84117126
64090.0	1302.0	11.61428833	6.15184736
64100.0	1297.0	7.73903561	9.20241356
64100.0	1298.0	10.62347221	6.75423908
64100.0	1299.0	11.12957954	6.60247231
64100.0	1300.0	10.82753849	6.10833549
64100.0	1301.0	12.72013664	6.93711472
64100.0	1302.0	12.61382866	6.24094772
64110.0	1297.0	8.21393871	9.17487907
64110.0	1298.0	11.09988594	6.72443724
64110.0	1299.0	11.60443878	6.5734334
64110.0	1300.0	11.30112457	6.07997799
64110.0	1301.0	13.71855164	7.02954388
64110.0	1302.0	13.6044178	6.32194996
64120.0	1297.0	8.68499088	9.14415741
64120.0	1298.0	11.57243538	6.69238472
64120.0	1299.0	12.07518959	6.5413518
64120.0	1300.0	11.77053642	6.04792595
64120.0	1301.0	14.6825304	7.10901833
64120.0	1302.0	14.56342697	6.3909893
64130.0	1297.0	9.12111378	9.08910942
64130.0	1298.0	12.0091629	6.63762951
64130.0	1299.0	12.51021576	6.48489475
64130.0	1300.0	12.20426369	5.9908042
64130.0	1301.0	15.65880775	7.194098
64130.0	1302.0	15.54394531	6.46924973
64140.0	1297.0	9.63040638	9.03786945
64140.0	1298.0	12.52500439	6.58153439
64140.0	1299.0	13.02140999	6.42883682
64140.0	1300.0	12.71414757	5.93543911
64140.0	1301.0	16.6824646	7.25673151
64140.0	1302.0	16.57688904	6.52033329
64150.0	1297.0	10.16292286	9.05489922
64150.0	1298.0	13.05811501	6.59192228
64150.0	1299.0	13.55464268	6.44057035
64150.0	1300.0	13.24745846	5.94780874
64150.0	1301.0	17.70048523	7.34933853
64150.0	1302.0	17.60098839	6.61059952
64160.0	1297.0	10.52813148	9.04482079
64160.0	1298.0	13.42261887	6.5832901
64160.0	1299.0	13.92241001	6.4321456
64160.0	1300.0	13.61535645	5.93911505
64160.0	1301.0	18.49897003	7.54359865
64160.0	1302.0	18.41640663	6.79853535
64170.0	1297.0	10.97890568	8.96948051
64170.0	1298.0	13.88327599	6.51830959
64170.0	1299.0	14.37710762	6.36269617
64170.0	1300.0	14.06846809	5.86809587
64170.0	1301.0	19.46903229	7.86651182
64170.0	1302.0	19.38199806	7.13977528
64180.0	1297.0	11.45123386	8.89823532
64180.0	1298.0	14.34821415	6.45409775
64180.0	1299.0	14.8440609	6.29571629
64180.0	1300.0	14.53674126	5.7998209
64180.0	1301.0	20.54718399	8.16109943
64180.0	1302.0	20.46845245	7.4516263
64190.0	1297.0	11.95411491	8.91502571
64190.0	1298.0	14.85482121	6.4770112
64190.0	1299.0	15.35123634	6.31754637
64190.0	1300.0	15.04321098	5.82068491
64190.0	1301.0	21.46331024	8.35053062
64190.0	1302.0	21.40045166	7.65070391
64200.0	1303.0	3.08556008	8.83732986
64200.0	1304.0	5.85047054	6.40147257
64200.0	1305.0	6.38642979	6.2519145
64200.0	1306.0	6.07566452	5.72790718
64200.0	1307.0	2.83376837	4.78473139
64200.0	1308.0	2.65579319	4.2267952
64210.0	1303.0	3.92074728	9.04848385
64210.0	1304.0	6.69270992	6.59601116
64210.0	1305.0	7.22937059	6.44864511
64210.0	1306.0	6.93657732	5.93059444
64210.0	1307.0	3.76670074	5.29791451
64210.0	1308.0	3.59719038	4.6947751
64220.0	1303.0	3.97840118	9.23338223
64220.0	1304.0	6.82546139	6.78031969
64220.0	1305.0	7.34900808	6.6310463
64220.0	1306.0	7.04601192	6.11838245
64220.0	1307.0	4.87984657	5.62641907
64220.0	1308.0	4.72810173	4.96558809
64230.0	1303.0	4.39095688	9.22844219
64230.0	1304.0	7.24487686	6.80673027
64230.0	1305.0	7.76434183	6.6514926
64230.0	1306.0	7.46752548	6.13908577
64230.0	1307.0	6.06580353	6.0194273
64230.0	1308.0	5.94616222	5.34426546
64240.0	1303.0	5.08870029	9.23205376
64240.0	1304.0	7.9432106	6.81536531
64240.0	1305.0	8.46272087	6.65858603
64240.0	1306.0	8.16800117	6.14624548
64240.0	1307.0	7.07829714	6.34897137
64240.0	1308.0	6.97859573	5.67984676
64250.0	1303.0	5.347229	9.33078194
